"folioviv","entidad","gasto_agua_tot","tot_integ"
101345305,"Aguascalientes","NA",2
101345306,"Aguascalientes",540,2
101348602,"Aguascalientes",240,1
101348603,"Aguascalientes",1233,4
101348604,"Aguascalientes",480,6
101348605,"Aguascalientes",750,2
101348606,"Aguascalientes",705,6
101363901,"Aguascalientes",687,5
101363902,"Aguascalientes",561,3
101363903,"Aguascalientes",540,5
101363904,"Aguascalientes",900,3
101363905,"Aguascalientes",1290,4
101363906,"Aguascalientes",546,4
101373801,"Aguascalientes",3000,2
101373802,"Aguascalientes",405,1
101373803,"Aguascalientes",540,6
101373806,"Aguascalientes",1050,4
101374402,"Aguascalientes","NA",5
101374404,"Aguascalientes",569.02,2
101374406,"Aguascalientes",525,3
101375501,"Aguascalientes",660,4
101375502,"Aguascalientes",420,3
101375503,"Aguascalientes",870,4
101375504,"Aguascalientes",1020,5
101375506,"Aguascalientes",1380,5
101410301,"Aguascalientes",1755,7
101410303,"Aguascalientes",1446,4
101410304,"Aguascalientes",1050,5
101410305,"Aguascalientes",540,5
101410306,"Aguascalientes",981,4
101415901,"Aguascalientes",375,5
101415902,"Aguascalientes",555,4
101415903,"Aguascalientes",750,5
101415904,"Aguascalientes",480,4
101415906,"Aguascalientes",87.5,4
101417801,"Aguascalientes",900,5
101417802,"Aguascalientes",360,2
101417804,"Aguascalientes",492,3
101417805,"Aguascalientes",1470,4
101417806,"Aguascalientes",600,6
101425403,"Aguascalientes",495,2
101425406,"Aguascalientes",480,2
101430001,"Aguascalientes",750,2
101430002,"Aguascalientes",384,1
101430003,"Aguascalientes",510,3
101430004,"Aguascalientes",540,2
101435601,"Aguascalientes",900,6
101435602,"Aguascalientes",2256,2
101435603,"Aguascalientes",750,1
101435604,"Aguascalientes",480,5
101435606,"Aguascalientes",516,2
101439702,"Aguascalientes",1200,4
101439703,"Aguascalientes",507,4
101439704,"Aguascalientes",480,4
101439705,"Aguascalientes",300,4
101439706,"Aguascalientes",600,4
101440701,"Aguascalientes",240,2
101440702,"Aguascalientes",1080,9
101440703,"Aguascalientes","NA",2
101440704,"Aguascalientes",690,7
101440705,"Aguascalientes",750,6
101440706,"Aguascalientes",210,5
101449201,"Aguascalientes",240,4
101449202,"Aguascalientes",390,5
101449203,"Aguascalientes",300,5
101449204,"Aguascalientes",300,5
101449205,"Aguascalientes",231,4
101449205,"Aguascalientes",231,4
101449205,"Aguascalientes",231,4
101449206,"Aguascalientes","NA",3
101451501,"Aguascalientes","NA",1
101451502,"Aguascalientes",897,3
101451503,"Aguascalientes","NA",6
101451504,"Aguascalientes",240,2
101451505,"Aguascalientes","NA",4
101451506,"Aguascalientes","NA",6
101471201,"Aguascalientes",750,3
101471202,"Aguascalientes",360,4
101471203,"Aguascalientes",1500,3
101471205,"Aguascalientes",390,3
101471206,"Aguascalientes",900,5
101476001,"Aguascalientes",1200,4
101476002,"Aguascalientes",792.58,2
101476003,"Aguascalientes",1144.82,2
101476004,"Aguascalientes",150,4
101476004,"Aguascalientes",730.64,3
101476005,"Aguascalientes",300,5
101476006,"Aguascalientes",900,2
101482601,"Aguascalientes",960,4
101482602,"Aguascalientes",600,2
101482603,"Aguascalientes",762,3
101482604,"Aguascalientes","NA",3
101482605,"Aguascalientes",1200,8
101482606,"Aguascalientes",480,4
101489301,"Aguascalientes",360,3
101489302,"Aguascalientes",412.5,5
101489303,"Aguascalientes",570,3
101489303,"Aguascalientes",300,2
101489304,"Aguascalientes",315,4
101489305,"Aguascalientes",750,2
101497502,"Aguascalientes",618,5
101497503,"Aguascalientes",1050,4
101497504,"Aguascalientes",2100,9
101497505,"Aguascalientes",480,3
101497506,"Aguascalientes",810,5
101500301,"Aguascalientes",540,4
101500303,"Aguascalientes",570,3
101500304,"Aguascalientes",480,2
101500305,"Aguascalientes",630,4
101500306,"Aguascalientes",495,4
101513901,"Aguascalientes",321,5
101513902,"Aguascalientes","NA",6
101513903,"Aguascalientes",543,1
101513904,"Aguascalientes","NA",4
101513904,"Aguascalientes",420,3
101513906,"Aguascalientes",381,5
101517801,"Aguascalientes",570,6
101517802,"Aguascalientes",600,5
101517803,"Aguascalientes",450,4
101517804,"Aguascalientes",750,7
101517805,"Aguascalientes",534,4
101517806,"Aguascalientes",1095,7
101520401,"Aguascalientes",600,4
101520402,"Aguascalientes",600,2
101520402,"Aguascalientes",600,2
101520403,"Aguascalientes","NA",2
101520404,"Aguascalientes","NA",4
101520405,"Aguascalientes",1050,1
101520406,"Aguascalientes","NA",4
101524901,"Aguascalientes",840,3
101524903,"Aguascalientes",1560,5
101524904,"Aguascalientes",1137,5
101524905,"Aguascalientes",528,3
101524906,"Aguascalientes",510,2
101563801,"Aguascalientes",300,2
101563802,"Aguascalientes",450,2
101563804,"Aguascalientes",348,2
101563805,"Aguascalientes",243,1
101563806,"Aguascalientes",3120,2
101567401,"Aguascalientes",300,2
101567402,"Aguascalientes",780,2
101567403,"Aguascalientes",525,6
101567405,"Aguascalientes",2250,3
101602001,"Aguascalientes",438,3
101602002,"Aguascalientes",1116,3
101602003,"Aguascalientes",1140,3
101602004,"Aguascalientes",900,5
101602005,"Aguascalientes","NA",4
101602006,"Aguascalientes",540,3
101618601,"Aguascalientes",558,2
101618602,"Aguascalientes",540,3
101618603,"Aguascalientes",750,3
101618604,"Aguascalientes","NA",2
101618605,"Aguascalientes","NA",5
101618606,"Aguascalientes","NA",2
101633701,"Aguascalientes",498,5
101633704,"Aguascalientes",540,3
101633705,"Aguascalientes",450,6
101640701,"Aguascalientes","NA",5
101640702,"Aguascalientes",525,5
101640703,"Aguascalientes",360,7
101640704,"Aguascalientes","NA",5
101640704,"Aguascalientes",1140,5
101640706,"Aguascalientes",378,3
101644001,"Aguascalientes","NA",3
101644002,"Aguascalientes",360,2
101644003,"Aguascalientes",750,6
101644004,"Aguascalientes",840,6
101644005,"Aguascalientes",750,6
101644006,"Aguascalientes",600,5
101656201,"Aguascalientes",495,1
101656202,"Aguascalientes",279,1
101656203,"Aguascalientes",750,6
101656204,"Aguascalientes",480,5
101656205,"Aguascalientes",510,7
101656206,"Aguascalientes",825,4
101659501,"Aguascalientes",900,3
101659502,"Aguascalientes",558,1
101659503,"Aguascalientes",498,2
101659505,"Aguascalientes",498,4
101659506,"Aguascalientes",498,4
101666601,"Aguascalientes",1800,4
101666602,"Aguascalientes","NA",2
101666603,"Aguascalientes",540,4
101666604,"Aguascalientes",300,3
101666605,"Aguascalientes",495,3
101669701,"Aguascalientes",510,5
101669702,"Aguascalientes",720,3
101669703,"Aguascalientes",945,2
101669704,"Aguascalientes",510,5
101669705,"Aguascalientes","NA",5
101669705,"Aguascalientes",540,5
101669706,"Aguascalientes",495,3
101725202,"Aguascalientes",525,4
101725203,"Aguascalientes",495,2
101725204,"Aguascalientes",660,4
101725206,"Aguascalientes",495,2
101730201,"Aguascalientes",495,1
101730203,"Aguascalientes",420,1
101730204,"Aguascalientes",249,1
101730205,"Aguascalientes",600,4
101730206,"Aguascalientes",390,1
101736301,"Aguascalientes","NA",4
101736302,"Aguascalientes","NA",2
101736303,"Aguascalientes","NA",5
101736306,"Aguascalientes","NA",2
101742501,"Aguascalientes",480,4
101742502,"Aguascalientes",492,3
101742503,"Aguascalientes",1050,4
101742505,"Aguascalientes",480,6
101742506,"Aguascalientes",546,1
101743301,"Aguascalientes",495,2
101743302,"Aguascalientes",798,6
101743303,"Aguascalientes",600,7
101743304,"Aguascalientes",549,2
101743305,"Aguascalientes",1000,3
101743306,"Aguascalientes",8709.67,4
101776901,"Aguascalientes",570,6
101776902,"Aguascalientes",525,5
101776903,"Aguascalientes",768,2
101776904,"Aguascalientes",1050,6
101776905,"Aguascalientes",360,2
101776906,"Aguascalientes","NA",5
101777801,"Aguascalientes",1200,4
101777803,"Aguascalientes",900,4
101777804,"Aguascalientes",1200,3
101777805,"Aguascalientes",480,1
101777806,"Aguascalientes",480,4
101783401,"Aguascalientes",810,6
101783402,"Aguascalientes",600,5
101783403,"Aguascalientes",501,3
101783404,"Aguascalientes",500,5
101783405,"Aguascalientes",495,2
101783406,"Aguascalientes",822,4
101807001,"Aguascalientes",480,2
101807002,"Aguascalientes",540,1
101807003,"Aguascalientes",546,1
101807004,"Aguascalientes",840,2
101807005,"Aguascalientes",510,4
101807006,"Aguascalientes",750,4
101809601,"Aguascalientes",1110,7
101809602,"Aguascalientes",960,4
101809603,"Aguascalientes",990,4
101809604,"Aguascalientes",819,4
101809605,"Aguascalientes",2205,5
101809606,"Aguascalientes",522,4
101830702,"Aguascalientes",180,6
101830703,"Aguascalientes",2970,3
101830704,"Aguascalientes",714,5
101830705,"Aguascalientes",450,5
101831201,"Aguascalientes",774,6
101831202,"Aguascalientes",510,5
101831203,"Aguascalientes",270,4
101831204,"Aguascalientes",1500,4
101831205,"Aguascalientes",600,4
101831206,"Aguascalientes",690,4
101846501,"Aguascalientes",660,4
101846502,"Aguascalientes",390,5
101846503,"Aguascalientes","NA",7
101846504,"Aguascalientes","NA",4
101846505,"Aguascalientes",1140,5
101846506,"Aguascalientes",480,2
101858902,"Aguascalientes",600,6
101858903,"Aguascalientes",840,5
101858905,"Aguascalientes",492,2
101858906,"Aguascalientes",495,5
101889301,"Aguascalientes","NA",3
101889302,"Aguascalientes",2400,3
101889303,"Aguascalientes",116.25,10
101889304,"Aguascalientes","NA",8
101889305,"Aguascalientes","NA",4
101889306,"Aguascalientes",600,3
101892901,"Aguascalientes",750,6
101892902,"Aguascalientes",528,5
101892903,"Aguascalientes",2700,4
101892904,"Aguascalientes",1560,2
101892905,"Aguascalientes",558,2
101892906,"Aguascalientes",345,2
101899801,"Aguascalientes",600,4
101899802,"Aguascalientes",1050,3
101899805,"Aguascalientes",510,4
101899806,"Aguascalientes",900,5
101908501,"Aguascalientes",600,5
101908502,"Aguascalientes",495,1
101908503,"Aguascalientes",507,4
101908504,"Aguascalientes",350,5
101908505,"Aguascalientes","NA",5
101908505,"Aguascalientes","NA",1
101908506,"Aguascalientes","NA",2
101915302,"Aguascalientes",480,8
101915303,"Aguascalientes",660,4
101915304,"Aguascalientes",258,2
101915305,"Aguascalientes",900,5
101915306,"Aguascalientes",900,4
101917901,"Aguascalientes",834,5
101917902,"Aguascalientes",258,4
101917903,"Aguascalientes",270,8
101917904,"Aguascalientes",261,2
101917906,"Aguascalientes",255,1
101924801,"Aguascalientes",495,1
101924802,"Aguascalientes",498,6
101924803,"Aguascalientes",540,5
101924804,"Aguascalientes",660,5
101924805,"Aguascalientes",3750,4
101924806,"Aguascalientes",540,3
101931402,"Aguascalientes",1050,6
101931403,"Aguascalientes",900,5
101931404,"Aguascalientes",690,3
101957402,"Aguascalientes",510,6
101957403,"Aguascalientes",780,4
101957404,"Aguascalientes",600,5
101957405,"Aguascalientes",510,4
101957406,"Aguascalientes",420,4
101963002,"Aguascalientes",360,2
101963003,"Aguascalientes",630,3
101963005,"Aguascalientes",1800,3
101963006,"Aguascalientes",1200,3
101988001,"Aguascalientes",1020,6
101988002,"Aguascalientes",555,2
101988003,"Aguascalientes",840,5
101988004,"Aguascalientes",1680,4
101988005,"Aguascalientes",750,6
101998013,"Aguascalientes",135,7
101998014,"Aguascalientes",519,2
101998015,"Aguascalientes",1140,2
101998016,"Aguascalientes",135,1
101998017,"Aguascalientes",385.5,4
101998018,"Aguascalientes",600,6
101998407,"Aguascalientes",255,4
101998409,"Aguascalientes",138,8
101998410,"Aguascalientes",180,2
101998412,"Aguascalientes",735,5
101998619,"Aguascalientes",600,8
101998621,"Aguascalientes",900,5
101998622,"Aguascalientes",300,5
101998623,"Aguascalientes",720,5
101998624,"Aguascalientes",268.5,3
101998801,"Aguascalientes",180,1
101998802,"Aguascalientes",300,4
101998803,"Aguascalientes",450,4
101998804,"Aguascalientes",540,3
101998806,"Aguascalientes","NA",4
102022601,"Aguascalientes",2550,8
102022602,"Aguascalientes",627,2
102022603,"Aguascalientes",450,5
102022604,"Aguascalientes",615,4
102022605,"Aguascalientes",675,3
102022606,"Aguascalientes",630,2
102028701,"Aguascalientes",360,7
102028702,"Aguascalientes",450,4
102028703,"Aguascalientes",573,1
102028704,"Aguascalientes",630,5
102028706,"Aguascalientes",480,6
102037202,"Aguascalientes","NA",7
102037203,"Aguascalientes",240,3
102037204,"Aguascalientes",360,5
102037205,"Aguascalientes",471,2
102037206,"Aguascalientes",480,7
102041501,"Aguascalientes",240,6
102041502,"Aguascalientes",450,5
102041503,"Aguascalientes",360,7
102041504,"Aguascalientes",300,4
102041505,"Aguascalientes",360,4
102041506,"Aguascalientes",900,5
102049602,"Aguascalientes",600,5
102049603,"Aguascalientes",567,3
102049604,"Aguascalientes",609,6
102049605,"Aguascalientes",450,2
102060702,"Aguascalientes",450,4
102060703,"Aguascalientes","NA",6
102060704,"Aguascalientes",468,4
102060706,"Aguascalientes",390,5
102082301,"Aguascalientes",510,6
102082302,"Aguascalientes",615,5
102082303,"Aguascalientes",570,3
102082304,"Aguascalientes",468,5
102082305,"Aguascalientes","NA",4
102082306,"Aguascalientes",600,2
102090201,"Aguascalientes",660,2
102090202,"Aguascalientes",600,9
102090204,"Aguascalientes",324,3
102090205,"Aguascalientes",600,3
102090206,"Aguascalientes",609,1
102095901,"Aguascalientes",679.35,1
102095901,"Aguascalientes",360,2
102095903,"Aguascalientes",750,3
102095904,"Aguascalientes",540,4
102095905,"Aguascalientes",750,3
102107802,"Aguascalientes",750,6
102107804,"Aguascalientes",300,5
102107805,"Aguascalientes",300,4
102107806,"Aguascalientes",300,3
102110401,"Aguascalientes",600,2
102110402,"Aguascalientes",468,4
102110403,"Aguascalientes",210,6
102110404,"Aguascalientes",660,3
102110406,"Aguascalientes",240,5
102119001,"Aguascalientes",498,6
102119002,"Aguascalientes",600,5
102119003,"Aguascalientes",600,6
102119004,"Aguascalientes",498,4
102119005,"Aguascalientes",498,2
102126207,"Aguascalientes",114,7
102126207,"Aguascalientes",114,3
102126208,"Aguascalientes",222.75,5
102126209,"Aguascalientes",240,9
102126210,"Aguascalientes",495,5
102126211,"Aguascalientes",418.06,3
102126212,"Aguascalientes",836.12,10
102126319,"Aguascalientes","NA",7
102126321,"Aguascalientes","NA",2
102126323,"Aguascalientes","NA",5
102126324,"Aguascalientes","NA",1
102126324,"Aguascalientes","NA",2
102126513,"Aguascalientes",180,4
102126515,"Aguascalientes","NA",3
102126516,"Aguascalientes",900,4
102126517,"Aguascalientes","NA",6
102126518,"Aguascalientes","NA",2
102126701,"Aguascalientes",402,14
102126702,"Aguascalientes",360,9
102126703,"Aguascalientes",216,6
102126704,"Aguascalientes",498,4
102126705,"Aguascalientes",498,4
102126706,"Aguascalientes",798,4
102137002,"Aguascalientes",696,5
102137003,"Aguascalientes","NA",7
102137005,"Aguascalientes",420,4
102137006,"Aguascalientes",648,3
102137219,"Aguascalientes",210,4
102137220,"Aguascalientes",660.48,5
102137221,"Aguascalientes",222.5,3
102137222,"Aguascalientes",648.57,4
102137223,"Aguascalientes",660.48,5
102137224,"Aguascalientes",540,3
102137607,"Aguascalientes",420,4
102137609,"Aguascalientes",180,4
102137610,"Aguascalientes",219,2
102137611,"Aguascalientes",201,1
102137713,"Aguascalientes","NA",4
102137714,"Aguascalientes",350,2
102137715,"Aguascalientes",1848,4
102137716,"Aguascalientes",225,5
102137717,"Aguascalientes",420,4
102137718,"Aguascalientes",112.5,4
102157019,"Aguascalientes",210,4
102157020,"Aguascalientes",429,4
102157021,"Aguascalientes",275,1
102157022,"Aguascalientes",414,4
102157023,"Aguascalientes",399,5
102157024,"Aguascalientes",200,3
102157413,"Aguascalientes",450,4
102157414,"Aguascalientes",270,2
102157415,"Aguascalientes","NA",2
102157416,"Aguascalientes",414,4
102157417,"Aguascalientes",216,4
102157418,"Aguascalientes",300,5
102157807,"Aguascalientes",414,3
102157808,"Aguascalientes",414,4
102157809,"Aguascalientes",75,6
102157810,"Aguascalientes",360,4
102157811,"Aguascalientes",507,5
102157812,"Aguascalientes",270,3
102157901,"Aguascalientes","NA",5
102157902,"Aguascalientes",417,4
102157903,"Aguascalientes",420,6
102157904,"Aguascalientes",345,4
102157905,"Aguascalientes",480,7
102157906,"Aguascalientes",330,4
102171213,"Aguascalientes",225,2
102171214,"Aguascalientes",300,8
102171215,"Aguascalientes",300,4
102171216,"Aguascalientes",285,6
102171217,"Aguascalientes",540,9
102171218,"Aguascalientes",273,9
102171519,"Aguascalientes","NA",6
102171520,"Aguascalientes",420,1
102171520,"Aguascalientes",450,6
102171521,"Aguascalientes",420,4
102171521,"Aguascalientes","NA",4
102171522,"Aguascalientes",660,2
102171522,"Aguascalientes","NA",5
102171523,"Aguascalientes",600,6
102171601,"Aguascalientes",360,2
102171602,"Aguascalientes",1680,3
102171603,"Aguascalientes",300,2
102171604,"Aguascalientes",300,2
102171605,"Aguascalientes",600,4
102171606,"Aguascalientes","NA",1
102171707,"Aguascalientes",214.5,2
102171708,"Aguascalientes",172.5,2
102171709,"Aguascalientes",435,5
102171710,"Aguascalientes",37.5,6
102171711,"Aguascalientes",582,6
102171711,"Aguascalientes",90,4
102171711,"Aguascalientes",300,5
102171711,"Aguascalientes",105,2
102171712,"Aguascalientes",840,5
102186302,"Aguascalientes",270,8
102186303,"Aguascalientes",300,5
102186304,"Aguascalientes",290.32,1
102186306,"Aguascalientes",426,1
102186419,"Aguascalientes",840,3
102186420,"Aguascalientes","NA",4
102186420,"Aguascalientes",300,4
102186421,"Aguascalientes","NA",8
102186422,"Aguascalientes","NA",1
102186423,"Aguascalientes",345,4
102186424,"Aguascalientes","NA",4
102186813,"Aguascalientes",300,4
102186814,"Aguascalientes",861,7
102186815,"Aguascalientes",600,4
102186817,"Aguascalientes",1500,4
102186907,"Aguascalientes",450,7
102186908,"Aguascalientes",2550,2
102186909,"Aguascalientes",600,6
102186910,"Aguascalientes",1275,2
102186910,"Aguascalientes",150,4
102186910,"Aguascalientes",525,4
102186911,"Aguascalientes","NA",5
102186912,"Aguascalientes",840,2
102209307,"Aguascalientes",480,4
102209308,"Aguascalientes",930,6
102209309,"Aguascalientes",465,5
102209310,"Aguascalientes",450,3
102209311,"Aguascalientes","NA",6
102209312,"Aguascalientes",354,3
102209501,"Aguascalientes",390,4
102209503,"Aguascalientes",450,5
102209504,"Aguascalientes",405,4
102209505,"Aguascalientes",480,3
102209819,"Aguascalientes","NA",9
102209820,"Aguascalientes",600,3
102209821,"Aguascalientes","NA",5
102209822,"Aguascalientes",972,3
102209823,"Aguascalientes",900,3
102209824,"Aguascalientes",972,3
102209913,"Aguascalientes","NA",3
102209914,"Aguascalientes",435,6
102209915,"Aguascalientes",486,7
102209916,"Aguascalientes",984,8
102209917,"Aguascalientes",375,7
102209918,"Aguascalientes",450,6
102239501,"Aguascalientes","NA",8
102239502,"Aguascalientes",600,8
